codigoSap,denominacion,nivel,direccion,poblacion,distrito
4003,PI Chancay,1,CAL. LUIS FELIPE DEL SOLAR NRO. 444,HUARAL,CHANCAY
4004,PI Provi,1,CAL.EXPORTACIONES MZA. F-6 LOTE. 12URB. PRO INDUSTRIAL 6TO SECTOR,LIMA,SAN MARTIN DE PORRES
4005,PI Guillermo li,1,CAL. CALLE AYMARAS NRO. 167 URB. ELDERBY DE MONTERRICO,LIMA,SANTIAGO DE SURCO
4006,PI Puente PIedra,1,AV. SANTA JOSEFINA NRO. 181 (NUMERO191),LIMA,PUENTE PIEDRA
4007,PI Chimu - B,1,NO UBICADO,TRUJILLO,LIBERTAD
4008,PI San martin - B,1,AV. LOS PROCERES NRO. 8087 URB. PRO(1 ETAPA DE PRO F MCDO UNICANCHI),LIMA,SAN MARTIN DE PORRES
4009,PI San lorenzo - B,1,AV. SAN LORENZO MZA. B LOTE. 7A URB. INDUSTRIAL LAS VEGAS,LIMA,PUENTE PIEDRA
4010,PI Pachacamac,1,CAL. CALLE 3 MZA. X LOTE. 08,LIMA,PACHACAMAC
4011,PI Las  vegas,1,AV. INDUSTRIAL MZA. F LOTE. 03 URB.LAS VEGAS,LIMA,PUENTE PIEDRA
4012,PI Chorrillos,1,AV. JOSE ANTONIO LAVALLE KM. 4 URB.SAN JUAN BAUTISTA DE VILL,LIMA,CHORRILLOS
4013,PI chilca,1,CAR. PANAMERICANA SUR KM. 63.5 MZA.B2 LOTE. 3 HUERTOS DE CALANGUILLO(AGRO INDUSTRIAS LEO),CAÑETE,CHILCA
4014,PI Isamisa,1,AV. SAN CARLOS MZA. B LOTE. 7 URB.SANTA MARIA,LIMA,ATE
4015,PI Lurin,1,CAL. A MZA. P1 URB. NUEVO LURIN (SUB LOTE 7 1ERA ETAPA LAS SALINAS),LIMA,LURIN
4016,PI Chincha - pavo,1,CAR. PANAMERICANA SUR KM. 196. TOMADE ALTO,CHINCHA,GROCIO PRADO
4017,PI Mala - Reproductoras,1,CAR. PANAMERICANA SUR KM. 86 FND. LUMBRERAS,CAÑETE,MALA
4018,PI Puente Piedra - Ponedoras,1,AV. SANTA JOSEFINA NRO. 181,LIMA,PUENTE PIEDRA
4019,PI Provi - Reproductoras,1,CAL.EXPORTACIONES MZA. F-6 LOTE. 12URB. PRO INDUSTRIAL 6TO SECTOR LIMA,LIMA,SAN MARTIN DE PORRES
5001,Planta de AA.BB Lurin,1,CAR. PANAMERICANA SUR KM. 40 LAS PRADERAS DE LURIN,LIMA,LURIN
5002,Planta de beneficio Huaral,1,MZA. 0 LOTE. 39 FND. EX LA HUACA,HUARAL,HUARAL
5003,Planta de AA.BB Chancay,1,CAR. PANAMERICANA NORTE KM. 81.5 FND. CHACARILLA,HUARAL,CHANCAY
5004,Camal Jose Olaya,1,CAR. PANAMERICANA SUR KM. 18.5,LIMA,CHORRILLOS
5005,Centro de corte Surquillo,1,JR. SAN LORENZO NRO. 1210 Z.I. INDUSTRIAL,LIMA,SURQUILLO
5006,Planta de beneficio Chincha,1,CAL. SAN ROQUE UNO MZA. 0 LOTE. 1 FND. FUNDO SAN PABLO,CHINCHA,CHINCHA BAJA
5007,Planta procesados Chorrillos,1,AV. GUARDIA PERUANA NRO. 990 URB. LA CAMPIÑA,LIMA,CHORRILLOS
5008,Planta procesados Esmeralda,1,CAR. PANAMERICANA SUR KM. 18.5,LIMA,CHORRILLOS
5009,CP Huevos Ate - B,1,AV. SEPARADORA INDUSTRIAL NRO. 4181URB. PORTALES DE JAVIER PRADO,LIMA,ATE
5010,CP Huevos Puente Piedra,1,AV. SAN JUAN MZA. F LOTE. 6 URB. LAS VEGAS 1 ETAPA,LIMA,PUENTE PIEDRA
5011,Nutrigold,1,EX -FUNDO HUALCARA NRO. S/N (CAMINOACCESO EX-HACIENDA HUALCARA),CAÑETE,SAN VICENTE DE CAÑETE
5012,Planta Agro Supe,1,CAR. PANAMER. NORTE KM 191.3 MZA. .(CARRETERA PANAMERICANA NORTE),BARRANCA,SUPE
5013,CP Abonos Fertilizantes Anita,1,CAR. PANAMERICANA NORTE KM. 132 IRRIGACION SANTA ROSA,HUAURA,SAYAN
5014,CEN Cocomar,1,AV. PROLONGACION CENTENARIO NRO. 570,CALLAO,CALLAO
5015,CEN TAPPAN,1,AV. ARGENTINA 4846 Int 1  CRUCE CONAV. FAUCETT,CALLAO,CALLAO
5016,CP Huevos Plantel H-17,1,CAR. PANAMERICANA SUR KM. 130 QUEBRADA IHUANCO,CAÑETE,CERRO AZUL
5017,CP Huevos Plantel A5 Mala,1,CAR. PANAMERICANA SUR KM. 86 FND. LUMBRERAS,CAÑETE,MALA
5018,CP Agua de mesa,1,PARCEL.HUERTOS DE VILLENA MZA. L LOTE. 2 HUERTOS DE VILLENA,LIMA,PACHACAMAC
5019,CP Camal Frig. Lurin,1,AV. MARTIR OLAYA NRO. S/N Z.I. SANTA GENOVEVA (ALTURA DE KM.38.5 DE ANTIGUA PANAMER.SUR),LIMA,LURIN
5020,CP Los Ferroles,1,PJ. PROLONGACION CENTENARIO NRO. S/N URB. INDUSTRIAL LOS FERROLES,PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO
5021,CP Abonos Liquidos - Huaral,1,CAR. A HUARAL KM. 21 ESPERANZA ALTA,HUARAL,HUARAL
5022,Planta Vadis,1,ARISTIDES DEL CARPIO MUÑOZ 1819- URB. LOS CIPRESES,LIMA,LIMA
5023,Planta Orginor,1,AV. LOS PLATINOS 229 URB. INDUSTRIAL INFANTAS,LIMA,LOS OLIVOS
5024,Planta AA.BB Shilcayo,1,NRO. S/N SEC. AHUASHIYACU (MARGENIZQ QUEBRADA AHUASHIYACU),SAN MARTIN,LA BANDA DE SHILCAYO
5025,Planta Cocomar - B,1,CL. PABLO BOONER NRO. 240,PROV. CONST. DEL CALLAO,VENTANILLA
5026,Planta CAAS,1,CL. PABLO BOONER NRO. 240URB. INDUSTRIAL(POR LA FABRICACOGORNO),PROV. CONST. DEL CALLAO,VENTANILLA
5101,PLANTA DE PRODUCCION CALLAO,1,AV. ARGENTINA 4846 Int 1  CRUCE CONAV. FAUCETT,CALLAO,CALLAO
5102,PLANTADE PRODUCCION CHORRILLOS,1,Manzana C  Lote 18Av Guardia Peruana,LIMA,Chorrillos
5110,COMEDOR CD PT ATE,1,Av.Separadora Industrial 4181Urb.Los  Portales de Zona 2,LIMA,Ate Vitarte
5111,COMEDOR PLTA BENEFICIO HUARAL,1,KM 9 Lote 1Parcela 39 car.variante Pasamayo Huaral,,Huaral
5112,COMEDOR FRIG. ESMERALDA,1,KM 18.5Car. Panamercana Sur,,Chorrillos
5113,COMEDOR CD SURQUILLO,1,Jr.San LorenzoJr.San Lorenzo 1250,,
5400,Planta Incuba Chiclayo,1,URB. SAN LORENZO AV. AGUSTO B. LEGUIA 2580,CHICLAYO,CHICLAYO
5401,Planta Incuba Trujillo,1,Nº A-2 INT. LT 9 URB. PARQUE INDUSTRIAL,TRUJILLO,LA ESPERANZA
5402,Planta Molino Milagro,1,AV. PANAMERICANA NORTE KM. 589 C.P.M.,TRUJILLO,EL MILAGRO
5403,Planta Molino Sullana,1,CAL. 8 URB. PARQUE INDUSTRIAL MZA. B LOTE 06,SULLANA,SULLANA
5404,Planta Molino Trujillo,1,CAR. CARRETERA A HUANCHACO KM.3 VILLA DEL MAR,TRUJILLO,HUANCHACO
5405,CP Rendering Trujillo,1,LOTE VD.157-III NRO. SN SEC. VALDIVIA III -VALLE MOCHE,TRUJILLO,VALLE MOCHE
5406,Planta Benef Piura,1,EXP PRED LA CAPILLA 18879 NRO. PARCELA (EX PRED LA CAPILLA),SULLANA,SULLANA
5407,Planta Benef Trujillo,1,LOTE VD.157-III NRO. SN SEC. VALDIVIA III -VALLE MOCHE,TRUJILLO,VALLE MOCHE
6001,Plantel Pch 1,1,SECCION CABUYAL KM. 0 LA ESPERANZAALTA,HUARAL,HUARAL
6002,Plantel Pch 3 - B,1,CAR. AUTOPISTA HUARANGAL KM. 3.5,LIMA,CARABAYLLO
6003,Plantel Pch 5,1,CAR. PANAMERICANA SUR KM. 205,CHINCHA,CHINCHA BAJA
6004,Plantel Pch 6 - B,1,SIN NOMBRE NRO. S/N (PARCELA 043 LOTE AYB.),CHINCHA,ALTO LARAN
6005,Plantel Pch 7,1,CAR. PANAMERICANA SUR KM. 65 URB. HUERTOS DE ORO SAN HILARI,CAÑETE,CHILCA
6006,Plantel Pch 8 - B,1,CAR. PANAMERICANA SUR KM. 66.5 PLAYA SAN PEDRO,CAÑETE,CHILCA
6007,Plantel H-05 - B,1,CAR. AUTOPISTA HUARANGAL KM. 3.5,LIMA,CARABAYLLO
6008,Plantel H-07 - B,1,MZA. C LOTE. 53 URB. EXPANSION CASABLANCA,LIMA,PACHACAMAC
6009,Plantel H-11 - B,1,CAR. PANAMERICANA SUR KM. 95 PLAYACHOCALLA,CAÑETE,ASIA
6010,Plantel H-16,1,MZA. D LOTE. 95 PARCELACION CASABLANCA,LIMA,PACHACAMAC
6011,Plantel H-17,1,CAR. PANAMERICANA SUR KM. 129 QUEBRADA DE IHUANCO,CAÑETE,CERRO AZUL
6012,Plantel H-22 - B,1,CAR. PANAMERICANA SUR KM. 113,CAÑETE,ASIA
6013,Plantel H-23,1,CAR. ANTIGUA PANAMERICANA SUR KM. 86 PAMPA SANTA ROSA,CAÑETE,MALA
6014,Plantel A5 Mala huevos,1,CAR. ANTIGUA PANAMERICANA SUR KM. 86 PAMPA LUMBRERAS,CAÑETE,MALA
6015,Plantel 125 huevos - B,1,CAR. PANAMERICANA SUR KM. 108 (NESVIC),CAÑETE,ASIA
6016,Plantel 241,1,CAR. PANAMERICANA NORTE KM. 118,HUAURA,HUACHO
6017,Plantel 6,1,CAR. PANAMERICANA SUR KM. 67.4 PLAYA SAN PEDRO (AGROPECUARIA SAN NICOLAS),CAÑETE,CHILCA
6018,Plantel 16,1,CAR. PANAMERICANA SUR KM. 65.8 PLAYA SAN PEDRO (AGROPECUARIA SAN NICOLAS),CAÑETE,CHILCA
6019,Plantel 25,1,CAR. PANAMERICANA SUR KM. 52 QUEBRADA CARACOL (AVICOLA DON BRUNO),LIMA,SANTA MARIA DEL MAR
6020,Plantel 42,1,CAR. PANAMERICANA SUR KM. 119,CAÑETE,CERRO AZUL
6021,Plantel 44,1,CAR. PANAMERICANA SUR KM. 51 QUEBRADA LOS PERDIDOS (SERVICIOS GENERALES DEL SUR),LIMA,SAN BARTOLO
6022,Plantel 046,1,CAR. PANAMERICANA SUR KM. 118,CAÑETE,CERRO AZUL
6023,Plantel 47,1,CAR. PANAMERICANA SUR KM. 51.4 PAMPAS SAN BARTOLO (SERVICIOS GENERALESDEL SUR),LIMA,SAN BARTOLO
6024,Plantel 86 - B,1,NO UBICADO,LIMA,PACHACAMAC
6025,Plantel PV 6 pollos - B,1,CAR. PANAMERICANA SUR KM. 104 LOS PAREDONES,CAÑETE,ASIA
6026,Plantel 101,1,CAR. PANAMERICANA SUR KM. 50.2,CAÑETE,CHILCA
6027,Plantel 102 - B,1,CAR. PANAMERICANA SUR KM. 50.5,CAÑETE,CHILCA
6028,Plantel 103,1,CAR. PANAMERICANA SUR KM. 48.5,CAÑETE,CHILCA
6029,Plantel 106 - B,1,CAR. PANAMERICANA SUR KM. 48.7 PAMPAS SAN BARTOLO,LIMA,SAN BARTOLO
6030,Plantel 120,1,CAR. A CANTA KM. 38 (NESVIC),CANTA,SANTA ROSA DE QUIVES
6031,Plantel 121,1,CAR. A TRAPICHE KM. 40 (NESVIC),CANTA,SANTA ROSA DE QUIVES
6032,Plantel 123,1,CAR. A CANTA KM. 38.5 (NESVIC),CANTA,SANTA ROSA DE QUIVES
6033,Plantel 125,1,CAR. PANAMERICANA SUR KM. 108 (NESVIC),CAÑETE,ASIA
6034,Plantel 126,1,CAR. PANAMERICANA SUR KM. 108. (NESVIC),CAÑETE,ASIA
6035,Plantel 127 - B,1,CAR. PANAMERICANA SUR KM. 111 GRANJA SARAPAMPA (PAMPA SARAPAMPA - KM-111.5),CAÑETE,ASIA
6036,Plantel 128,1,CAR. PANAMERICANA SUR KM. 72,CAÑETE,SANTA CRUZ DE FLORES
6037,Plantel 130,1,CAR. PANAMERICANA SUR KM. 78,CAÑETE,SAN ANTONIO
6038,Plantel 131,1,CAR. PANAMERICANA SUR KM. 78 (NESVIC),CAÑETE,SAN ANTONIO
6039,Granja exp-valientes,1,AV. LOS HORIZONTES MZA. G LOTE. 29URB. SAN JUAN BAUTISTA,LIMA,CHORRILLOS
6040,Plantel 152 - B,1,CAR. PANAMERICANA SUR KM. 61 LAS SALINAS (JAIME SEGOVIA OTERO),CAÑETE,CHILCA
6041,Plantel 154 - B,1,CAR. PANAMERICANA SUR KM. 67 SAN HILARION,CAÑETE,CHILCA
6042,Plantel 180,1,CAR. A CANTA KM. 39.5 (SERVICRIANZADEL SUR),CANTA,SANTA ROSA DE QUIVES
6043,Plantel 183,1,CAR. PANAMERICANA SUR KM. 280 (SERVICRIANZA DEL SUR),ICA,SALAS
6044,Plantel 184,1,CAR. PANAMERICANA SUR KM. 239 (SERVICRIANZA DEL SUR),PISCO,SAN ANDRES
6045,Plantel 185 - B,1,CAR. PANAMERICANA SUR KM. 282 (SERVICRIANZA DEL SUR),ICA,SALAS
6046,Plantel 186,1,CAR. PANAMERICANA SUR KM. 224 (SERVICRIANZA DEL SUR),PISCO,SAN CLEMENTE
6047,Plantel 187 - B,1,CAR. PANAMERICANA SUR KM. 281 (SERVICRIANZA DEL SUR),ICA,SALAS
6048,Plantel 188 - B,1,CAR. PANAMERICANA SUR KM. 284 (SERVICRIANZA DEL SUR),ICA,SALAS
6049,Plantel 191 (ex-tranquera),1,CAR. ANTIGUA PANAMERICANA SUR KM. 0SECTOR MAMACONA,LIMA,LURIN
6050,Plantel 201,1,CAR. RIO SECO KM. 20 PAMPA HUANCAYO(IRRIGACION STA ROSA),HUAURA,SAYAN
6051,Plantel 202,1,CAR. RIO SECO KM. 20 PAMPA HUANCAYO(IRRIGACION STA. ROSA),HUAURA,SAYAN
6052,Plantel 203 - B,1,RIO SECO KM. 20 PAMPA HUANCAYO (IRRIGACION STA.ROSA),HUAURA,SAYAN
6053,Plantel 204,1,CAR. PANAMERICANA NORTE KM. 121 PAMPA TRIGALES,HUAURA,SAYAN
6054,Plantel 205,1,CAR. PANAMERICA NORTE KM. 121 PAMPATRIGALES,HUAURA,SAYAN
6055,Plantel 206,1,CAR. PANAMERICANA NORTE KM. 121 PAMPA TRIGALES,HUAURA,SAYAN
6056,Plantel 207 - B,1,NO UBICADO,HUARAL,HUARAL
6057,Plantel 208,1,CAR. HUARAL RIO SECO SAYAN KM. 8 PAMPA LUCHIHUASI,HUARAL,HUARAL
6058,Plantel 209,1,CAR. HUARAL RIO SECO SAYAN KM. 8 PAMPA LUCHIHUASI,HUARAL,HUARAL
6059,Plantel 210,1,CAR. HUARAL RIO SECO SAYAN KM. 8 PAMPA LUCHIHUASI,HUARAL,HUARAL
6060,Plantel 211,1,CAR. HUARAL RIO SECO SAYAN KM. 8 PAMPA LUCHIHUASI,HUARAL,HUARAL
6061,Plantel 212,1,CAR. HUARAL RIO SECO SAYAN KM. 8 PAMPA LUCHIHUASI,HUARAL,HUARAL
6062,Plantel 213,1,NRO. S/N PAMPA JAGUAY (RIO SECO-SAYAN ALT DEL KM 12 CARR.HUARAL),HUARAL,HUARAL
6063,Plantel 214,1,NRO. S/N PAMPA JAGUAY (RIO SECO-SAYAN ALT KM 12 CARR.HUARAL),HUARAL,HUARAL
6064,Plantel 215,1,NRO. S/N PAMPA JAGUAY (RIO SECO-SAYAN ALT KM12 CARR.HUARAL.),HUARAL,HUARAL
6065,Plantel 216,1,NRO. S/N PAMPA JAGUAY (RIO SECO-SAYAN ALT KM12 CARR.HUARAL),HUARAL,HUARAL
6066,Plantel 217,1,NRO. S/N PAMPA JAGUAY (RIO SECO-SAYAN ALT KM 12 CARR.HUARAL),HUARAL,HUARAL
6067,Plantel 218 - B,1,NRO. S/N PAMPA JAGUAY (RIO SECO-SAYAN ALT KM 12 CARR.HUARAL),HUARAL,HUARAL
6068,Plantel 220,1,MZA. 0 LOTE. 9 SECCION VICTORIA,HUARAL,HUARAL
6069,Plantel 236,1,CAR. PAN. NORTE KM. 118 LOMAS DE VINAGRILLO (AGROPECUARIA RIO MAR),HUAURA,HUACHO
6070,Plantel 237 - B,1,KM. 0 PAMPA DE LA ESPERANZA,HUARAL,HUARAL
6071,Plantel 238,1,CAR. PANAMERICANA NORTE KM. 115. PAMPA VINAGRILLO (KM. 115.5 AGROPECUARIA VALERIA),HUAURA,HUACHO
6072,Plantel 239,1,CAR. PANAMERICANA NORTE KM. 120,HUAURA,HUACHO
6073,Plantel 240,1,CAR. PANAMERICANA NORTE KM. 120.,HUAURA,HUACHO
6074,Plantel 242 - B,1,CAR. PANAMERICANA NORTE KM. 98,HUARAL,CHANCAY
6075,Plantel 243 - B,1,CAR. PANAMERICANA NORTE KM. 98.5,HUARAL,CHANCAY
6076,Plantel 245,1,CAR. PANAMERICANA NORTE KM. 104 PAMPA DOÑA MARIA,HUAURA,HUACHO
6077,Plantel 246,1,CAR. PANAMERICANA NORT KM. 120,HUAURA,HUACHO
6078,Plantel 247,1,CAR. PANAMERICANA NORTE KM. 113. PAMPA VINAGRILLO,HUARAL,CHANCAY
6079,Plantel 248,1,CAR. CABUYAL KM. 13.2 PAMPA CUCHICORRAL (EVELYN SERVICE),HUARAL,HUARAL
6080,Plantel 249,1,IRRIGACION SANTA ROSA KM. 0 COO. MARGARET,HUAURA,SAYAN
6081,Plantel 250,1,CAR. PANAMERICANA NORTE KM. 101 OVALO RIO SECO,HUARAL,HUARAL
6082,Plantel 251,1,CAR. PANAMERICANA NORTE KM. 102 OVALO RIO SECO,HUARAL,HUARAL
6083,Plantel 252,1,CAR. PANAMERICANA NORTE KM. 151 VEGUETA TIROLER,HUAURA,HUACHO
6084,Plantel 253,1,CAR. PANAMERICANA NORTE KM. 150 VEGUETA TIROLER (GRANJA TOSHI),HUARAL,HUARAL
6085,Plantel 254,1,CAR. PANAMERICANA NORTE KM. 104 OVALO RIO SECO,HUARAL,HUARAL
6086,Plantel 255,1,CAR. PANAMERICANA NORTE KM. 104 VINA GRILLO (GRANJA ANDREA),HUARAL,HUARAL
6087,Plantel 256,1,CAR. PANAMERICANA NORTE KM. 151 TIROLER VEGUETA (GRANJA TOSHI),HUAURA,HUACHO
6088,Plantel 257,1,CAR. PANAMERICANA NORTE KM. 168 PEDRO RANDO,HUAURA,HUACHO
6089,Plantel 258,1,CAR. PANAMERICANA NORTE KM. 103 RIOSECO (AVICOLA SNTA VICTORIA),HUARAL,HUARAL
6090,Plantel 259,1,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6091,Plantel 260,1,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6092,Plantel 261,1,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6093,Plantel 262,1,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,Plantel 263,1,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6095,Plantel 264,1,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6096,Plantel 265,1,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6097,Plantel 266,1,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6098,Plantel 267,1,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6099,Plantel 268,1,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6100,Plantel 269,1,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6101,Plantel 270,1,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6102,Plantel 271,1,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,Plantel 272,1,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,Plantel 273,1,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,Plantel 274,1,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6106,Plantel 275,1,CAR. A HUARAL KM. 3.3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6107,Plantel 276,1,CAR. SAYAN KM. 8.7 (HAWAI GRANJA),HUARAL,HUARAL
6108,Plantel 277,1,CAR. A HUARAL KM. 6 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6109,Plantel 278,1,CAR. PANAMERICANA NORTE KM. 118 PAMPA VINAGRILLO,HUARAL,CHANCAY
6110,Plantel 279,1,CAR. PANAMERICANA NORTE KM. 119 PAMPA VINAGRILLO,HUARAL,CHANCAY
6111,Plantel 280 - B,1,CAR. BANOS BOZA KM. 9.7 PAMPA CANARIO (CORPORACION GANADERA),HUARAL,AUCALLAMA
6112,Plantel 281 - B,1,CAR. BANOS BOZA KM. 10.4 PAMPA CANARIO (CORPORACION GANADERA),HUARAL,AUCALLAMA
6113,Plantel 282 - B,1,CAR. BANOS BOZA KM. 10.9 PAMPA CANARIO,HUARAL,AUCALLAMA
6114,Plantel 283 - B,1,CAR. BANOS BOZA KM. 11.5 PAMPA CANARIO (CORPORACION GANADERA),HUARAL,AUCALLAMA
6115,Plantel 284 - B,1,CAR. BANOS BOZA KM. 12.3 PAMPA CANARIO (CORPORACION GANADERA),HUARAL,AUCALLAMA
6116,Plantel 285 - B,1,CAR. PASANDO HUANDO KM. 15 ZONA PALPA (CORPORACION GANADERA),HUARAL,AUCALLAMA
6117,Plantel 286 - B,1,CAR. PALPA KM. 16 QUEBRADA PISQUILLO (CORPORACION GANADERA),HUARAL,AUCALLAMA
6118,Plantel 287 - B,1,CAR. PALPA KM. 15.6 QUEBRADA PISQUILLO (CORPORACION GANADERA),HUARAL,AUCALLAMA
6119,Plantel 288 - B,1,CAR. CAQUI AL ESTE KM. 9.2 PAMPA HERMOZA (CORPORACION GANADERA),HUARAL,AUCALLAMA
6120,Plantel 290,1,NRO. SN ASOC. VIRGEN DE FATIMA (LOTE 62  63  55 SECTOR TIROLER),HUAURA,VEGUETA
6121,Plantel 291,1,CAR. PANAMERICANA NORTE NRO. SN (KM. 213.5 PAMPAS PORVENIR),BARRANCA,PARAMONGA
6122,Plantel 292,1,CAR. PANAMERICANA NORTE NRO. SN (KM. 213.5 PAMPAS PORVENIR),BARRANCA,PARAMONGA
6123,Plantel 293,1,CAR. PANAMERICANA NORTE KM. 158 (GRANJA TOSHI),HUAURA,VEGUETA
6124,Plantel 294,1,HUALLAN NRO. -- SECTOR HUEREQUEQUE(GRANJA VIRGEN DEL CARMEN),HUARAL,HUARAL
6125,Plantel 296,1,CAR. CABUYAL KM. 16.2 (LA ESPERANZA),HUARAL,HUARAL
6126,Plantel 297,1,CAR. CABUYAL KM. 16.2 LA ESPERANZA(CORPORACION GANADERA),HUARAL,HUARAL
6127,Plantel 298,1,CAR. CABUYAL KM. 15.3 LA ESPERANZA(CORPORACION GANADERA),HUARAL,HUARAL
6128,Plantel 299,1,CAR. CERRETERA HUARAL ACOS KM. 10 SECTOR HUAYAN,HUARAL,HUARAL
6129,Plantel 304 - B,1,CAR. PANAMERICANA SUR KM. 280 (SERVICRIANZA DEL SUR),ICA,SALAS
6130,Plantel 310 - B,1,CAR. PANAMERICANA SUR KM. 72,CAÑETE,SANTA CRUZ DE FLORES
6131,Plantel 312 - B,1,CAR. PANAMERICANA SUR KM. 70,CAÑETE,SANTA CRUZ DE FLORES
6132,Plantel 350,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6133,Plantel 351,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6134,Plantel 352,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6135,Plantel 353,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6136,Plantel 354,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6137,Plantel 355,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6138,Plantel 356,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6139,Plantel 357,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6140,Plantel 358,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6141,Plantel 359,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6142,Plantel 360,1,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
6143,Plantel 361,1,CAR. PANAMERICANA SUR KM. 204 PAMPAMENDOZA,CHINCHA,EL CARMEN
6144,Plantel 363,1,CAR. PANAMERICANA SUR KM. 262 (PAMPA DE VILLACURI),ICA,SALAS
6145,Plantel 364,1,SIN NOMBRE NRO. S/N (VALLE-HUAURA SAYAN UC11474. ALT.KM124.5),HUAURA,SAYAN
6146,Plantel 365,1,SECTOR DE VENTUROSA NRO. S/N (PREDIO VENTUROSA BAJA UCN10893),BARRANCA,SUPE
6147,Plantel 366,1,CAR. PANAMERICANA SUR KM. 340 (GRANJI - PERU),ICA,OCUCAJE
6148,Plantel 369,1,CAR. PANAMERICANA SUR KM. 272 URB.DANIELA,ICA,SALAS
6149,Plantel 370,1,CAR. PANAMERICANA SUR KM. 263 URB. VILLACURI (FUNDO MASTODONTE),ICA,SALAS
6150,Plantel 371,1,NRO. S/N LA RINCONADA (ALTURA KM.215 PANAMERICANA SUR),CHINCHA,CHINCHA BAJA
6151,Plantel 372,1,NRO. S/N LA RINCONADA (ALTURA KM. 216 PANAMERICANA SUR),CHINCHA,CHINCHA BAJA
6152,Plantel 373,1,NRO. S/N LA RINCONADA (ALTURA KM.217 PANAMERICANA SUR),CHINCHA,CHINCHA BAJA
6153,Plantel 374,1,CAR. PANAMERICANA SUR KM. 197 PAMPAÑOCO,CHINCHA,GROCIO PRADO
6154,Plantel 375,1,LATERAL 7 KM. 193 PAMPA DE ÑOCO (ALTURA DEL KM. 193.5 PANAMERICANA SUR),CHINCHA,CHINCHA ALTA
6155,Plantel 376,1,LATERAL 7 KM. 193 PAMPA DE ÑOCO (ALTURA DEL KM. 193.5 PANAMERICANA SUR),CHINCHA,CHINCHA ALTA
6156,Plantel 377,1,LATERAL 7 KM. 193 PAMPA DE ÑOCO (ALTURA DEL KM. 193.5 PANAMERICANA SUR),CHINCHA,CHINCHA ALTA
6157,Plantel 378,1,LATERAL 7 KM. 193 PAMPA DE ÑOCO (ALTURA DEL KM. 193.5 PANAMERICANA SUR),CHINCHA,CHINCHA ALTA
6158,Plantel 379,1,AV. PANAMERICANA SUR KM. 193 PAMPADE ÑOCO LATERAL 7 (KM 193.5),CHINCHA,CHINCHA ALTA
6159,Plantel 500,1,MZA. 0 LOTE. 9 SECCION VICTORIA,HUARAL,HUARAL
6160,Plantel PV 01 pollos - B,1,CAR. PANAMERICANA SUR KM. 64.4 LASSALINAS,CAÑETE,CHILCA
6161,Plantel PV 02 pollos - B,1,CAR. PANAMERICANA SUR KM. 67.2 PLAYA IÑAVE,CAÑETE,CHILCA
