codigoSapPadre,codigoSap,denominacion,nivel,direccion,poblacion,distrito
1001,1400,Alm. Suminis.,2,MZA. D LOTE. 95 PARCELACION CASABLANCA,LIMA,PACHACAMAC
1002,1400,Alm. Suminis.,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
1002,1401,Alm. Suminis. 2,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
1002,9999,Alm. Suminis.,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
1003,1400,Alm. Suminis.,2,PARCEL.HUERTOS DE VILLENA MZA. L LOTE. 2 HUERTOS DE VILLENA,LIMA,PACHACAMAC
1004,1000,Alm.Principal PT,2,AV. EL SOL NRO. 1395,LIMA,CHORRILLOS
1005,1000,Alm.Principal PT,2,AV. LA PAZ NRO. 1150 (ESQ CALLE FRANCSICO DE ZELA),LIMA,SAN MIGUEL
1006,1000,Alm.Principal PT,2,CAL. LAS FRAGUAS MZA. A LOTE. 5 URB. LOTIZ IND.PANAM.NORTE,LIMA,INDEPENDENCIA
1006,1005,Alm Devoluc. Vta,2,CAL. LAS FRAGUAS MZA. A LOTE. 5 URB. LOTIZ IND.PANAM.NORTE,LIMA,INDEPENDENCIA
1007,1000,Alm.Principal PT,2,JR. PORTOCARRERO 347 Z.I. SURQUILLO(ANTES CALLE CASTROVIRREINA),LIMA,SURQUILLO
1007,1001,Alm. Congelados,2,JR. PORTOCARRERO 347 Z.I. SURQUILLO(ANTES CALLE CASTROVIRREINA),LIMA,SURQUILLO
1007,1002,Alm. de Huevos,2,JR. PORTOCARRERO 347 Z.I. SURQUILLO(ANTES CALLE CASTROVIRREINA),LIMA,SURQUILLO
1007,1400,Alm. Suminis.,2,JR. PORTOCARRERO 347 Z.I. SURQUILLO(ANTES CALLE CASTROVIRREINA),LIMA,SURQUILLO
1007,1401,Alm. Suminis. 2,2,JR. PORTOCARRERO 347 Z.I. SURQUILLO(ANTES CALLE CASTROVIRREINA),LIMA,SURQUILLO
1007,1900,Alm. Inv Ciclico,2,JR. PORTOCARRERO 347 Z.I. SURQUILLO(ANTES CALLE CASTROVIRREINA),LIMA,SURQUILLO
1008,1000,Alm.Principal PT,2,LOS ALGARROBOS MZA. B LOTE. 21N,LIMA,PUENTE PIEDRA
1009,1000,Alm.Principal PT,2,AV. SAN JUAN MZA. F LOTE. 6 URB. LAS VEGAS 1 ETAPA,LIMA,PUENTE PIEDRA
1010,1000,Alm.Principal PT,2,AV. SEPARADORA INDUSTRIAL NRO. 4181 URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1010,1001,Alm. Congelados,2,AV. SEPARADORA INDUSTRIAL NRO. 4181 URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1010,1002,Alm. de Huevos,2,AV. SEPARADORA INDUSTRIAL NRO. 4181 URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1010,1003,Alm. Embutidos,2,AV. SEPARADORA INDUSTRIAL NRO. 4181 URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1010,1004,Alm. Vta Urgente,2,AV. SEPARADORA INDUSTRIAL NRO. 4181 URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1010,1005,Alm Devoluc. Vta,2,AV. SEPARADORA INDUSTRIAL NRO. 4181 URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1010,1400,Alm. Suminis.,2,AV. SEPARADORA INDUSTRIAL NRO. 4181 URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1010,1900,Alm. Inv Ciclico,2,AV. SEPARADORA INDUSTRIAL NRO. 4181 URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1011,1000,Alm.Principal PT,2,AV. EL PACIFICO NRO. 482,CALLAO,CARMEN DE LA LEGUA REYNOSO
1011,1003,Alm. Embutidos,2,AV. EL PACIFICO NRO. 482,CALLAO,CARMEN DE LA LEGUA REYNOSO
1012,1000,Alm.Principal PT,2,CAL. EL AYLLU NRO. 264 INT. A C.P.M. (DISTRIBUIDORES BRASERO),CHICLAYO,LA VICTORIA
1013,1100,Alm. General,2,KM. 0 PAMPA LOS PERROS (CORPORACION GANADERA),HUARAL,AUCALLAMA
1014,1100,Alm. General,2,CAR. PANAMERICANA SUR KM. 273 (SERVICRIANZA DEL SUR),ICA,SALAS
1015,1100,Alm. General,2,CAR. PANAMERICANA SUR KM. 65 URB. HUERTOS DE ORO SAN HILARI,CAÑETE,CHILCA
1016,1100,Alm. General,2,CAR. ICA A CARHUAS KM. 13.7 PAMPA BIOCOCHINOS (SERVICRIANZA DEL SUR),ICA,ICA
1016,1101,Almacén Alimento,2,CAR. ICA A CARHUAS KM. 13.7 PAMPA BIOCOCHINOS (SERVICRIANZA DEL SUR),ICA,ICA
1017,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 306 LA CALETA,HUARMEY,CULEBRAS
1018,1100,Alm. General,2,CAR. PANAMERICANA SUR KM. 155 QUEBRADA CON CON,CAÑETE,LUNAHUANA
1018,1101,Almacén Alimento,2,CAR. PANAMERICANA SUR KM. 155 QUEBRADA CON CON,CAÑETE,LUNAHUANA
1019,1100,Alm. General,2,CAR. SAYAN KM. 25 IRRIGACION SANTA ROSA,HUAURA,SAYAN
1019,1101,Almacén Alimento,2,CAR. SAYAN KM. 25 IRRIGACION SANTA ROSA,HUAURA,SAYAN
1020,1000,Alm.Principal PT,2,JR. PORTOCARRERO NRO. 347 Z.I. SURQUILLO (ANTES CALLE CASTROVIRREINA),LIMA,SURQUILLO
1021,1000,Alm.Principal PT,2,AV. EL PACIFICO NRO. 482,CALLAO,CARMEN DE LA LEGUA REYNOSO
1022,1000,Alm.Principal PT,2,AV. SEPARADORA INDUSTRIAL NRO. 4181URB. PORTALES DE JAVIER PRADO,LIMA,ATE
1023,1000,Alm.Principal PT,2,AV. VARGAS MACHUCA N 533(URB. INGENIERIA).,LIMA,SAN MARTIN DE PORRES
1024,1100,Alm. General,2,AV. LAS PALMERAS MZA. N LOTE. 0 URB. PAPA LEON XIII,CAÑETE,CHILCA
1024,1400,Alm. Suminis.,2,AV. LAS PALMERAS MZA. N LOTE. 0 URB. PAPA LEON XIII,CAÑETE,CHILCA
1024,1401,Alm. Suminis. 1,2,AV. LAS PALMERAS MZA. N LOTE. 0 URB. PAPA LEON XIII,CAÑETE,CHILCA
1024,1403,Alm. Suminis. 3,2,AV. LAS PALMERAS MZA. N LOTE. 0 URB. PAPA LEON XIII,CAÑETE,CHILCA
1026,1000,Alm.Principal PT,2,PARCELA NRO. REF. EX PREDIO LA CAPILLA (18881-18879),SULLANA,SULLANA
1027,1000,Alm.Principal PT,2,AV. DEL CASTILLO NRO. 301 URB. INDUSTRIAL SANTA ROSA,LIMA,ATE
1028,1100,Alm. General,2,AV. INDUSTRIAL NRO. S/N (SECCION 3LAS PRADERAS DE LURIN),LIMA,LURIN
1028,1101,Por Nacionalizar,2,AV. INDUSTRIAL NRO. S/N (SECCION 3LAS PRADERAS DE LURIN),LIMA,LURIN
1028,1102,Alm. General 2,2,AV. INDUSTRIAL NRO. S/N (SECCION 3LAS PRADERAS DE LURIN),LIMA,LURIN
1029,1000,Alm.Principal PT,2,CAL. ANDROMEDA NRO. 851 URB. LA CAMPIÑA MZA - J LOTE - 05,LIMA,CHORRILLOS
1029,1001,Alm. Congelados,2,CAL. ANDROMEDA NRO. 851 URB. LA CAMPIÑA MZA - J LOTE - 05,LIMA,CHORRILLOS
1029,1002,Alm. de Huevos,2,CAL. ANDROMEDA NRO. 851 URB. LA CAMPIÑA MZA - J LOTE - 05,LIMA,CHORRILLOS
1029,1003,Alm. Embutidos,2,CAL. ANDROMEDA NRO. 851 URB. LA CAMPIÑA MZA - J LOTE - 05,LIMA,CHORRILLOS
1029,1004,Alm. Vta Urgente,2,CAL. ANDROMEDA NRO. 851 URB. LA CAMPIÑA MZA - J LOTE - 05,LIMA,CHORRILLOS
1029,1005,Alm Devoluc. Vta,2,CAL. ANDROMEDA NRO. 851 URB. LA CAMPIÑA MZA - J LOTE - 05,LIMA,CHORRILLOS
1029,1400,Alm. Suminis.,2,CAL. ANDROMEDA NRO. 851 URB. LA CAMPIÑA MZA - J LOTE - 05,LIMA,CHORRILLOS
1029,1900,Alm. Inv Ciclico,2,CAL. ANDROMEDA NRO. 851 URB. LA CAMPIÑA MZA - J LOTE - 05,LIMA,CHORRILLOS
1030,1000,Alm.Principal PT,2,LOTE. 146 FND. PASAMAYO,HUARAL,AUCALLAMA
1030,1005,Alm Devoluc. Vta,2,LOTE. 146 FND. PASAMAYO,HUARAL,AUCALLAMA
1030,1400,Alm. Suminis.,2,LOTE. 146 FND. PASAMAYO,HUARAL,AUCALLAMA
1031,1000,Alm.Principal PT,2,CAR.VARIANTE PASAMAYO KM. 6 FND. EX FUNDO LA HUACA,HUARAL,HUARAL
1031,1001,Alm. Congelados,2,CAR.VARIANTE PASAMAYO KM. 6 FND. EX FUNDO LA HUACA,HUARAL,HUARAL
1031,1002,Alm. de Huevos,2,CAR.VARIANTE PASAMAYO KM. 6 FND. EX FUNDO LA HUACA,HUARAL,HUARAL
1031,1003,Alm. Embutidos,2,CAR.VARIANTE PASAMAYO KM. 6 FND. EX FUNDO LA HUACA,HUARAL,HUARAL
1031,1004,Alm. Vta Urgente,2,CAR.VARIANTE PASAMAYO KM. 6 FND. EX FUNDO LA HUACA,HUARAL,HUARAL
1031,1005,Alm Devoluc. Vta,2,CAR.VARIANTE PASAMAYO KM. 6 FND. EX FUNDO LA HUACA,HUARAL,HUARAL
1031,1400,Alm. Suminis.,2,CAR.VARIANTE PASAMAYO KM. 6 FND. EX FUNDO LA HUACA,HUARAL,HUARAL
1031,1900,Alm. Inv Ciclico,2,CAR.VARIANTE PASAMAYO KM. 6 FND. EX FUNDO LA HUACA,HUARAL,HUARAL
1032,1000,Alm.Principal PT,2,CARRETERA PANAMERICANA SUR KM228  SECTOR DE CASALLA CHICO,ICA,PISCO
1032,1005,Alm Devoluc. Vta,2,CARRETERA PANAMERICANA SUR KM228  SECTOR DE CASALLA CHICO,ICA,PISCO
1900,1400,Alm. Suminis.,2,MZ. C-1 LT.01 URB. SEMI RUSTICA SANTO TOMAS,TRUJILLO,HUANCHACO
1901,1400,Alm. Suminis.,2,CAL. 8 URB. PARQUE INDUSTRIAL MZA. B LOTE. 06,SULLANA,SULLANA
1902,1100,Alm. General,2,AV. SAN MARTIN NRO. 2318 BARRIO SAN MARTIN DE PORRAS,CAJAMARCA,CAJAMARCA
1903,1100,Alm. General,2,CAL. FRANCISCO CUNEO 625 URB. PATAZCA,CHICLAYO,CHICLAYO
1904,1100,Alm. General,2,PARCELA 16757 SN CAS. LA PERLA TRES CABEZAS,CHIMBOTE,CHIMBOTE
1905,1100,Alm. General,2,CAR. PATIVILCA-HUARAZ S/N(REF.SECTOR TACLLAN),HUARAZ,HUARAZ
1906,1100,Alm. General,2,CAL. JAEN-CHAMAYA 3 A.H. FILA ALTA,JAEN,JAEN
1907,1100,Alm. General,2,LOTE VD.157-III NRO. SN SEC. VALDIVIA III - VALLE MOCHE,TRUJILLO,HUANCHACO
1908,1100,Alm. General,2,MZ. C-1 LT.01 URB. SEMI RUSTICA SANTO TOMAS,TUMBES,TUMBES
1909,1100,Alm. General,2,PRED. LA ENCALADA UC 1130 NRO.-UBIC.RUR VALLE SANTA CATALINA,TRUJILLO,TRUJILLO
2001,5001,Ransa comercial,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5002,Serfrisa,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5003,Frig. esmeralda,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5004,Frig. frioagro,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5005,Alm. frigorif,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5006,Srv.ind.pesquero,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5007,Tasa,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5008,Frigo PyG,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5009,Friocenter,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5010,Centro mar s.a.,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5011,Bimbo,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5038,Alfrimac Pro,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5039,Alfrimac Ang.Gam,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2001,5043,Alfrimac Ventani,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2002,5012,Depsa piura,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2003,5013,B y V comercial.,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2003,5014,Com. Irmita,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2004,5015,CD Huancayo,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2004,5016,Ransa huancayo,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2005,5017,Univ. Altip.Puno,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2005,5018,Alm.naval Puno,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2006,5019,Rep.Medina Tacna,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2007,5020,Ransa Chimbote,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2007,5021,Ransa Trujillo,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2007,5045,Almac Trujillo,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2008,5022,Logist. del Sur,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2009,5023,Cons. Estre. JF,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2010,5024,Ransa Arequipa,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2010,5025,Alm. grs Arequip,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2010,5041,CD AREQUIPA,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2010,5044,Alm. Don Goyo,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2011,5026,Ransa Chiclayo,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2011,5042,CD TRUJILLO,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,1101,ALM. General 1,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5027,Olvicsa,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5028,Depsa,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5029,Crandon,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5030,Montana,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5031,Alicorp,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5032,Santa elena,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5033,Comgram,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5034,Nutrit.technolog,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5035,Alm Trujill Lima,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5036,Inverlur s.a.c.,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5037,Contilatin Perú,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5046,Ransa Comercial,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2013,5047,ALBEX,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2014,5037,Ransa Aduanas,2,AV. REPUBLICA DE PANAMA 4295 SURQUILLO,LIMA,SURQUILLO
2100,1100,Alm. General,2,CAR. PANAMERICANA NRO. S/N FND. LARREA (EX FUNDO LARREA),TRUJILLO,MOCHE
2101,1100,Alm. General,2,AV. LOS FAISANES NRO. 136 URB. LA CAMPIÑA (MZ. D LOTE 3),LIMA,CHORRILLOS
2102,1001,Alm. Congelados,2,AV. DEL CASTILLO NRO. 301 URB. INDUSTRIAL SANTA ROSA,LIMA,ATE
2102,1003,Alm. Refrigerado,2,AV. DEL CASTILLO NRO. 301 URB. INDUSTRIAL SANTA ROSA,LIMA,ATE
2102,1004,Alm. Vta Urgente,2,AV. DEL CASTILLO NRO. 301 URB. INDUSTRIAL SANTA ROSA,LIMA,ATE
2102,1100,Alm. General,2,AV. DEL CASTILLO NRO. 301 URB. INDUSTRIAL SANTA ROSA,LIMA,ATE
2102,1400,Alm. Suminis.,2,AV. DEL CASTILLO NRO. 301 URB. INDUSTRIAL SANTA ROSA,LIMA,ATE
2102,1900,Alm. Inv Ciclico,2,AV. DEL CASTILLO NRO. 301 URB. INDUSTRIAL SANTA ROSA,LIMA,ATE
2104,1100,Alm. General,2,AV. NESTOR GAMBETA NRO. 5349(EXFUNDO OQUENDO),PROV. CONST. DEL CALLAO,PROV. CONST. DEL CALLAO
2105,1001,Alm. Congelados,2,CAR.PAITA-SULLANA KM. 51 (ZONAIND. II),PAITA,COLAN
2106,1100,Alm. General,2,CAL.LOS CEDROS NRO. 181 URB. SHANGRILLA,LIMA,PUENTE PIEDRA
2107,1001,Alm. Congelados,2,CAL. JACINTO IBAÑEZ NRO. 315 URB. PARQUE INDUSTRIALIND. II),AREQUIPA,AREQUIPA
2108,1100,Alm. General,2,AV. TOMAS VALLE NRO. 4330 Z.I. URB. BOCANEGRAALMACENERA TRUJILLO,CALLAO,CALLAO
2108,1101,Por Nacionalizar,2,AV. TOMAS VALLE NRO. 4330 Z.I. URB. BOCANEGRAALMACENERA TRUJILLO,CALLAO,CALLAO
2108,1102,Alm. General 2,2,AV. TOMAS VALLE NRO. 4330 Z.I. URB. BOCANEGRAALMACENERA TRUJILLO,CALLAO,CALLAO
2109,1100,Alm. General,2,AV. NESTOR GAMBETTA 9996 AL 9998,CALLAO,CALLAO
2109,1101,Por Nacionalizar,2,AV. NESTOR GAMBETTA 9996 AL 9998,CALLAO,CALLAO
2109,1102,Alm. General 2,2,AV. NESTOR GAMBETTA 9996 AL 9998,CALLAO,CALLAO
2110,1100,Alm. General,2,AV. NESTOR GAMBETTA KM. 14.5,CALLAO,CALLAO
2110,1101,Por Nacionalizar,2,AV. NESTOR GAMBETTA KM. 14.5,CALLAO,CALLAO
2110,1102,Alm. General 2,2,AV. NESTOR GAMBETTA KM. 14.5,CALLAO,CALLAO
2111,1100,Alm. General,2,AV. ARGENTINA 28330623 DEPOSITO,CALLAO,CALLAO
2111,1101,Por Nacionalizar,2,AV. ARGENTINA 28330623 DEPOSITO,CALLAO,CALLAO
2111,1102,Alm. General 2,2,AV. ARGENTINA 28330623 DEPOSITO,CALLAO,CALLAO
2112,1100,Alm. General,2,AV. PANAMERICANA SUR KM. 18.5MZA. G LOTE. 1-B,LIMA,SAN JUAN DE MIRAFLORES
2112,1101,Alm. General 2,2,AV. PANAMERICANA SUR KM. 18.5MZA. G LOTE. 1-B,LIMA,SAN JUAN DE MIRAFLORES
2113,1100,Alm. General,2,CAL.MICAELA BASTIDAS NRO. 160 URB.ZONA INDUSTRIAL (SECTOR 0113 MZ I-4LT 16),CALLAO,VENTANILLA
2114,1100,Alm. General,2,AV. SECTOR ZONA INDUSTRIAL NRO.S/N Z.I. CANCHAMANA,CHINCHA,TAMBO DE MORA
2115,1100,Alm. General,2,CAR. PAITA SULLANA KM. 2 Z.I. II  SECTOR E,PAITA,PAITA
2116,1100,Alm. General,2,CAR. PANAMERICANA SUR KM 29.5LOTE 2,LIMA,LURIN
2116,1101,Alm. General 2,2,CAR. PANAMERICANA SUR KM 29.5LOTE 2,LIMA,LURIN
2900,1100,Alm. General,2,PAN. NORTE KM 562,TRUJILLO,TRUJILLO
2901,1100,Alm. General,2,AV. PANAMERICANA KM.4 MZ. A-7 LT-7 CC SAN FRANCISCO DE LA BUENA,PIURA,PAITA
2902,1100,Alm. General,2,JR. FERROCARRIL NRO 127,PIURA,PIURA
2903,1100,Alm. General,2,PROLONGACION GONZALES PRADA KM 562,TRUJILLO,MOCHE
2904,1100,Alm. General,2,CALLE CORDOVA S/N - ENAPU,TRUJILLO,SALAVERRY
2905,1100,Alm. General,2,AV. PAN. NORTE KM 4 MZ. A7 LT 7,SULLANA,SULLANA
2906,1100,Alm. General,2,PARCELA RUSTICA 4808 URB. FUNDO LAREA,TRUJILLO,MOCHE
3001,1100,Alm. General,2,JR. PORTOCARRERO 344,LIMA,SURQUILLO
3002,1100,Alm. General,2,AV. LOS ANGELES 695 - NRO. 697 URB.RETABLO (COMPLEJO COMERCIAL UNICACHI),LIMA,COMAS
3003,1100,Alm. General,2,CAL.GERMAN AMEZAGA NRO. S/N (PUERTA 7 UNMSM ALTURA CRUCE O.BENAVIDES),LIMA,LIMA
3004,1100,Alm. General,2,EL DERBY NRO. SN (PUERTA 3),LIMA,SANTIAGO DE SURCO
3005,1100,Alm. General,2,AV. ANGEL.GAMARRA LEON VELARD NRO.S/N (ESTADIO GUADALUPANO),LIMA,LOS OLIVOS
3006,1100,Alm. General,2,AV. PEDRO MIOTTA NRO. 221 ASC.CIUDAD DE LOS NIÑOS DE LA INMACULADA,LIMA,SAN JUAN DE MIRAFLORES
3007,1100,Alm. General,2,AV. FERNANDO WIESE KM. 10.5(ESPALDA DEL COMPLEJO IPD BAYOVAR),LIMA,SAN JUAN DE LURIGANCHO
3008,1100,Alm. General,2,AV. DE LA CULTURA NRO. 701 (AUDITORIO ASOCIACION PROD.AGRICOLAS MCDO),LIMA,SANTA ANITA
3009,1100,Alm. General,2,AV. SAN JUAN MZA. F LOTE. 6 URB. LAS VEGAS 1 ETAPA,LIMA,PUENTE PIEDRA
3010,1100,Alm. General,2,AV. EL SOL N° 1395,LIMA,CHORRILLOS
3011,1100,Alm. General,2,NO UBICADO,LIMA,SURQUILLO
3012,1100,Alm. General,2,PROLONGACIÓN AV. FATIMA S/N- LA ENCALADA (A 3 CUADRAS DEL C.C. REALPLAZA TRUJILLO),TRUJILLO,TRUJILLO
3013,1100,Alm. General,2,JR. PROLONG LIBERTAD NRO. 2755,HUANCAYO,TAMBO
3014,1100,Alm. General,2,AV. DANIEL ALCIDES CARRIÓN 168.CERCADO (FRENTE A LA FACULTAD DEMEDICINA UNIVERSIDAD SAN AGUSTIN),AREQUIPA,AREQUIPA
3015,1100,Alm. General,2,AV. PASEO DEL DEPORTE N° 180(MINI-COLISEO DEL ESTADIO ELIAS AGUIRRE),CHICLAYO,CHICLAYO
3016,1100,Alm. General,2,AV. JAVIER PRADO NRO. 7596,LIMA,ATE
3100,1100,Alm. General,2,ASENTAMIENTO HUMANO LOS JAZMINES DELNARANJAL CALLE 24 MZ B2  LOTE 2,LIMA,LOS OLIVOS
3400,1100,Alm. General,2,AV. SAENZ PEÑA 1328,CHICLAYO,CHICLAYO
3401,1100,Alm. General,2,AV. GRAU NRO. 1721 URB. POP. SAN JOSE,PIURA,PIURA
3402,1100,Alm. General,2,AV. LORETO NORTE NRO. 135 (TIENDA NRO 1),PIURA,PIURA
3403,1100,Alm. General,2,AV. TUMBES NORTE NRO. 230,TUMBES,TUMBES
3404,1100,Alm. General,2,SECTOR 5D MZA. 2 LOTE. 14 URB. BUENOS AIRES,CHIMBOTE,NUEVO CHIMBOTE
3405,1100,Alm. General,2,MZA. E LOTE 29 URB. INGENIERIA,TRUJILLO,TRUJILLO
3406,1100,Alm. General,2,AV ESPAÑA 1338,TRUJILLO,TRUJILLO
3407,1100,Alm. General,2,AV. LARCO NRO. 1357,TRUJILLO,TRUJILLO
3408,1100,Alm. General,2,URB. PALERMO AV. AMERICA SUR 496,TRUJILLO,TRUJILLO
3409,1100,Alm. General,2,JR. MICAELA BASTIDAS Nº 1289 SECTOR CENTRAL BARRIO 2,TRUJILLO,EL PORVENIR
3410,1100,Alm. General,2,AV. AMERICA NORTE 2213 URB. LAS QUINTANAS,TRUJILLO,TRUJILLO
3501,1100,Alm. General,2,AV. LAS PALMERAS MZA. 0 LOTE. 24 URB. PAPA LEON XIII,CAÑETE,CHILCA
3502,1100,Alm. General,2,CAR. PANAMERICANA SUR KM. 196. TOMA DE ALTO,CHINCHA,GROCIO PRADO
3503,1100,Alm. General,2,CAR. PANAMERICANA SUR KM. 32.2 FUNDO SANTA ROSA,LIMA,LURIN
3504,1100,Alm. General,2,AV. LOS ROSALES MZA. C LOTE. 4,LIMA,PACHACAMAC
3505,1100,Alm. General,2,CAR. PANAMERICANA SUR KM. 86 FND. LUMBRERAS,CAÑETE,MALA
3506,1100,Alm. General,2,JR. JOSE GALVEZ NRO. 2201 (PANAMERICANA NORTE   KM - 194),BARRANCA,BARRANCA
3507,1100,Alm. General,2,AV. REPUBLICA DE PANAMA NRO. 4295,LIMA,SURQUILLO
3508,1100,Alm. General,2,CAL. LUIS FELIPE DEL SOLAR NRO. 444,HUARAL,CHANCAY
3509,1100,Alm. General,2,AV. LAS PALMERAS MZA. 0 LOTE. 24 URB. PAPA LEON XIII,CAÑETE,CHILCA
3510,1100,Alm. General,2,CAR. PANAMERICANA KM. 219,PISCO,SAN CLEMENTE
3511,1100,Alm. General,2,Mz. O LOTE. 9 SECCION VICTORIA,HUARAL,HUARAL
3900,1100,Alm. General,2,JR. ZELAYA MZ. Z LT. 02 URB. EMPLEADOS MUNICIPALES,PIURA,PIURA
3901,1100,Alm. General,2,CAR. VILLA DEL MAR KM3 MZ B LOTE 8-9,TRUJILLO,HUANCHACO
3902,1100,Alm. General,2,CAL. HUANCAVELICA 1055 URB. 4 DE ENERO,PIURA,PIURA
3903,1100,Alm. General,2,AV ESPAÑA 1340,TRUJILLO,TRUJILLO
3904,1100,Alm. General,2,MZ. C-1 LT.01 URB. SEMI RUSTICA SANTO TOMAS,TRUJILLO,TRUJILLO
3905,1100,Alm. General,2,AV. AMERICA NORTE 2213 URB. LAS QUINTANAS,TRUJILLO,TRUJILLO
3906,1100,Alm. General,2,AV. MIGUEL GRAU MZ.2 URB. LAS GARDENIAS,SANTA,NEPEÑA
3907,1100,Alm. General,2,JR. FILIPINAS 221 CERCADO,TUMBES,TUMBES
4001,1100,Alm. General,2,CAR. PANAMERICANA SUR KM. 86 FND. LUMBRERAS,CAÑETE,MALA
4002,1100,Alm. General,2,CAR. PANAMERICANA SUR KM. 196. TOMADE ALTO,CHINCHA,GROCIO PRADO
4003,1100,Alm. General,2,CAL. LUIS FELIPE DEL SOLAR NRO. 444,HUARAL,CHANCAY
