codigoSapPadre,codigoSap,denominacion,nivel,direccion,poblacion,distrito
6089,G014,GALPON 14,2,CAR. PANAMERICANA NORTE KM. 103 RIOSECO (AVICOLA SNTA VICTORIA),HUARAL,HUARAL
6089,G015,GALPON 15,2,CAR. PANAMERICANA NORTE KM. 103 RIOSECO (AVICOLA SNTA VICTORIA),HUARAL,HUARAL
6089,G016,GALPON 16,2,CAR. PANAMERICANA NORTE KM. 103 RIOSECO (AVICOLA SNTA VICTORIA),HUARAL,HUARAL
6090,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6090,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 112 PAMPA VINAGRILLO (GRANJA ANDREA),HUARAL,CHANCAY
6091,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G009,GALPON 09,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G010,GALPON 10,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G011,GALPON 11,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G012,GALPON 12,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G013,GALPON 13,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G014,GALPON 14,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G015,GALPON 15,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6091,G016,GALPON 16,2,CAR. PANAMERICANA NORTE KM. 116 PAMPA VINAGRILLO,HUARAL,CHANCAY
6092,1100,Alm. General,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,1101,Almacén Alimento,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G001,GALPON 01,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G002,GALPON 02,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G003,GALPON 03,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G004,GALPON 04,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G005,GALPON 05,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G006,GALPON 06,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G007,GALPON 07,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G008,GALPON 08,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G009,GALPON 09,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6092,G010,GALPON 10,2,CAR.PANAMERICANA NORTE NRO. S/N KM. 114 PANAMERICANA NORTE (A LA ALTURA DEL KM 114),HUAURA,HUACHO
6093,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G009,GALPON 09,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6093,G010,GALPON 10,2,CAR. PANAMERICANA NORTE KM. 115 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G009,GALPON 09,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6094,G010,GALPON 10,2,CAR. PANAMERICANA NORTE KM. 117 PAMPA VINAGRILLO,HUARAL,CHANCAY
6095,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G009,GALPON 09,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6095,G010,GALPON 10,2,CAR. PANAMERICANA NORTE KM. 118 LOMAS VINAGRILLO,HUARAL,CHANCAY
6096,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G009,GALPON 09,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G010,GALPON 10,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G011,GALPON 11,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G012,GALPON 12,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G013,GALPON 13,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G014,GALPON 14,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G015,GALPON 15,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6096,G016,GALPON 16,2,CAR. PANAMERICANA NORTE KM. 104 RIOSECO (AVICOLA SANTA VICTORIA),HUARAL,HUARAL
6097,1100,Alm. General,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,1101,Almacén Alimento,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G001,GALPON 01,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G002,GALPON 02,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G003,GALPON 03,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G004,GALPON 04,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G005,GALPON 05,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G006,GALPON 06,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G007,GALPON 07,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G008,GALPON 08,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G009,GALPON 09,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6097,G010,GALPON 10,2,CAR. HUARAL KM. 3.7 (HAWAI GRANJA),HUARAL,HUARAL
6098,1100,Alm. General,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,1101,Almacén Alimento,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G001,GALPON 01,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G002,GALPON 02,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G003,GALPON 03,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G004,GALPON 04,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G005,GALPON 05,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G006,GALPON 06,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G007,GALPON 07,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G008,GALPON 08,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G009,GALPON 09,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G010,GALPON 10,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G011,GALPON 11,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6098,G012,GALPON 12,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6099,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6099,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 101 RIOSECO HATILLO (AGROGUAYABITO),HUARAL,HUARAL
6100,1100,Alm. General,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,1101,Almacén Alimento,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G001,GALPON 01,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G002,GALPON 02,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G003,GALPON 03,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G004,GALPON 04,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G005,GALPON 05,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G006,GALPON 06,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G007,GALPON 07,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G008,GALPON 08,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G009,GALPON 09,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G010,GALPON 10,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G011,GALPON 11,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6100,G012,GALPON 12,2,CAR. PANAMERICANA KM. 99.7 RIO SECOHATILLO,HUARAL,HUARAL
6101,1100,Alm. General,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,1101,Almacén Alimento,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G001,GALPON 01,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G002,GALPON 02,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G003,GALPON 03,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G004,GALPON 04,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G005,GALPON 05,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G006,GALPON 06,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G007,GALPON 07,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G008,GALPON 08,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G009,GALPON 09,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G010,GALPON 10,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G011,GALPON 11,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6101,G012,GALPON 12,2,CAR. A HUARAL KM. 3 HAWAI (AGROGUAYABITO),HUARAL,HUARAL
6102,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G009,GALPON 09,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G010,GALPON 10,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G011,GALPON 11,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6102,G012,GALPON 12,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G009,GALPON 09,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G010,GALPON 10,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G011,GALPON 11,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6103,G012,GALPON 12,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G007,GALPON 07,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G008,GALPON 08,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G009,GALPON 09,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G010,GALPON 10,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G011,GALPON 11,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6104,G012,GALPON 12,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,1100,Alm. General,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,1101,Almacén Alimento,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,G001,GALPON 01,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,G002,GALPON 02,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,G003,GALPON 03,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,G004,GALPON 04,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,G005,GALPON 05,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
6105,G006,GALPON 06,2,CAR. PANAMERICANA NORTE KM. 99.7 (RIO SECO HUANCHACO),HUARAL,HUARAL
